"date_cd","week_cd","month_cd","weekstart_dt","weekend_dt","monthstart_dt","monthend_dt","year_nm","month_nm","day_nm","week_nm","holiday_yn","holiday_desc","use_yn","std_dt","end_dt","update_dt","weekend_yn","public_holiday_yn","national_day_yn","twentyfourdiv_day_yn","sundry_day_yn","anniversary_day_yn","public_holiday_desc","national_day_desc","twentyfourdiv_day_desc","sundry_day_desc","anniversary_day_desc","days_desc"
"2024-01-01","2024-01-01~2024-01-07","2024-01","2024-01-01","2024-01-07","2024-01-01","2024-01-31","2024년","1월","1일","월","Y","1월1일","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","Y","Y","N","N","N","1월1일","1월1일","","","","1월1일"
"2024-01-02","2024-01-01~2024-01-07","2024-01","2024-01-01","2024-01-07","2024-01-01","2024-01-31","2024년","1월","2일","화","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-01-03","2024-01-01~2024-01-07","2024-01","2024-01-01","2024-01-07","2024-01-01","2024-01-31","2024년","1월","3일","수","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-01-04","2024-01-01~2024-01-07","2024-01","2024-01-01","2024-01-07","2024-01-01","2024-01-31","2024년","1월","4일","목","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-01-05","2024-01-01~2024-01-07","2024-01","2024-01-01","2024-01-07","2024-01-01","2024-01-31","2024년","1월","5일","금","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-01-06","2024-01-01~2024-01-07","2024-01","2024-01-01","2024-01-07","2024-01-01","2024-01-31","2024년","1월","6일","토","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","Y","N","N","","","소한","","","소한"
"2024-01-07","2024-01-01~2024-01-07","2024-01","2024-01-01","2024-01-07","2024-01-01","2024-01-31","2024년","1월","7일","일","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-01-08","2024-01-08~2024-01-14","2024-01","2024-01-08","2024-01-14","2024-01-01","2024-01-31","2024년","1월","8일","월","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-01-09","2024-01-08~2024-01-14","2024-01","2024-01-08","2024-01-14","2024-01-01","2024-01-31","2024년","1월","9일","화","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-01-10","2024-01-08~2024-01-14","2024-01","2024-01-08","2024-01-14","2024-01-01","2024-01-31","2024년","1월","10일","수","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-01-11","2024-01-08~2024-01-14","2024-01","2024-01-08","2024-01-14","2024-01-01","2024-01-31","2024년","1월","11일","목","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-01-12","2024-01-08~2024-01-14","2024-01","2024-01-08","2024-01-14","2024-01-01","2024-01-31","2024년","1월","12일","금","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-01-13","2024-01-08~2024-01-14","2024-01","2024-01-08","2024-01-14","2024-01-01","2024-01-31","2024년","1월","13일","토","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-01-14","2024-01-08~2024-01-14","2024-01","2024-01-08","2024-01-14","2024-01-01","2024-01-31","2024년","1월","14일","일","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-01-15","2024-01-15~2024-01-21","2024-01","2024-01-15","2024-01-21","2024-01-01","2024-01-31","2024년","1월","15일","월","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-01-16","2024-01-15~2024-01-21","2024-01","2024-01-15","2024-01-21","2024-01-01","2024-01-31","2024년","1월","16일","화","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-01-17","2024-01-15~2024-01-21","2024-01","2024-01-15","2024-01-21","2024-01-01","2024-01-31","2024년","1월","17일","수","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-01-18","2024-01-15~2024-01-21","2024-01","2024-01-15","2024-01-21","2024-01-01","2024-01-31","2024년","1월","18일","목","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-01-19","2024-01-15~2024-01-21","2024-01","2024-01-15","2024-01-21","2024-01-01","2024-01-31","2024년","1월","19일","금","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-01-20","2024-01-15~2024-01-21","2024-01","2024-01-15","2024-01-21","2024-01-01","2024-01-31","2024년","1월","20일","토","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","Y","N","N","","","대한","","","대한"
"2024-01-21","2024-01-15~2024-01-21","2024-01","2024-01-15","2024-01-21","2024-01-01","2024-01-31","2024년","1월","21일","일","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-01-22","2024-01-22~2024-01-28","2024-01","2024-01-22","2024-01-28","2024-01-01","2024-01-31","2024년","1월","22일","월","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-01-23","2024-01-22~2024-01-28","2024-01","2024-01-22","2024-01-28","2024-01-01","2024-01-31","2024년","1월","23일","화","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-01-24","2024-01-22~2024-01-28","2024-01","2024-01-22","2024-01-28","2024-01-01","2024-01-31","2024년","1월","24일","수","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-01-25","2024-01-22~2024-01-28","2024-01","2024-01-22","2024-01-28","2024-01-01","2024-01-31","2024년","1월","25일","목","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-01-26","2024-01-22~2024-01-28","2024-01","2024-01-22","2024-01-28","2024-01-01","2024-01-31","2024년","1월","26일","금","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-01-27","2024-01-22~2024-01-28","2024-01","2024-01-22","2024-01-28","2024-01-01","2024-01-31","2024년","1월","27일","토","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-01-28","2024-01-22~2024-01-28","2024-01","2024-01-22","2024-01-28","2024-01-01","2024-01-31","2024년","1월","28일","일","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-01-29","2024-01-29~2024-02-04","2024-01","2024-01-29","2024-02-04","2024-01-01","2024-01-31","2024년","1월","29일","월","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-01-30","2024-01-29~2024-02-04","2024-01","2024-01-29","2024-02-04","2024-01-01","2024-01-31","2024년","1월","30일","화","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-01-31","2024-01-29~2024-02-04","2024-01","2024-01-29","2024-02-04","2024-01-01","2024-01-31","2024년","1월","31일","수","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-02-01","2024-01-29~2024-02-04","2024-02","2024-01-29","2024-02-04","2024-02-01","2024-02-29","2024년","2월","1일","목","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-02-02","2024-01-29~2024-02-04","2024-02","2024-01-29","2024-02-04","2024-02-01","2024-02-29","2024년","2월","2일","금","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-02-03","2024-01-29~2024-02-04","2024-02","2024-01-29","2024-02-04","2024-02-01","2024-02-29","2024년","2월","3일","토","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-02-04","2024-01-29~2024-02-04","2024-02","2024-01-29","2024-02-04","2024-02-01","2024-02-29","2024년","2월","4일","일","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","Y","N","N","","","입춘","","","입춘"
"2024-02-05","2024-02-05~2024-02-11","2024-02","2024-02-05","2024-02-11","2024-02-01","2024-02-29","2024년","2월","5일","월","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-02-06","2024-02-05~2024-02-11","2024-02","2024-02-05","2024-02-11","2024-02-01","2024-02-29","2024년","2월","6일","화","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-02-07","2024-02-05~2024-02-11","2024-02","2024-02-05","2024-02-11","2024-02-01","2024-02-29","2024년","2월","7일","수","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-02-08","2024-02-05~2024-02-11","2024-02","2024-02-05","2024-02-11","2024-02-01","2024-02-29","2024년","2월","8일","목","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-02-09","2024-02-05~2024-02-11","2024-02","2024-02-05","2024-02-11","2024-02-01","2024-02-29","2024년","2월","9일","금","Y","설날","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","Y","Y","N","N","N","설날","설날","","","","설날"
"2024-02-10","2024-02-05~2024-02-11","2024-02","2024-02-05","2024-02-11","2024-02-01","2024-02-29","2024년","2월","10일","토","Y","설날","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","Y","Y","N","N","N","설날","설날","","","","설날"
"2024-02-11","2024-02-05~2024-02-11","2024-02","2024-02-05","2024-02-11","2024-02-01","2024-02-29","2024년","2월","11일","일","Y","설날","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","Y","Y","N","N","N","설날","설날","","","","설날"
"2024-02-12","2024-02-12~2024-02-18","2024-02","2024-02-12","2024-02-18","2024-02-01","2024-02-29","2024년","2월","12일","월","Y","대체공휴일(설날)","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","Y","Y","N","N","N","대체공휴일(설날)","대체공휴일(설날)","","","","대체공휴일(설날)"
"2024-02-13","2024-02-12~2024-02-18","2024-02","2024-02-12","2024-02-18","2024-02-01","2024-02-29","2024년","2월","13일","화","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-02-14","2024-02-12~2024-02-18","2024-02","2024-02-12","2024-02-18","2024-02-01","2024-02-29","2024년","2월","14일","수","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-02-15","2024-02-12~2024-02-18","2024-02","2024-02-12","2024-02-18","2024-02-01","2024-02-29","2024년","2월","15일","목","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-02-16","2024-02-12~2024-02-18","2024-02","2024-02-12","2024-02-18","2024-02-01","2024-02-29","2024년","2월","16일","금","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-02-17","2024-02-12~2024-02-18","2024-02","2024-02-12","2024-02-18","2024-02-01","2024-02-29","2024년","2월","17일","토","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-02-18","2024-02-12~2024-02-18","2024-02","2024-02-12","2024-02-18","2024-02-01","2024-02-29","2024년","2월","18일","일","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-02-19","2024-02-19~2024-02-25","2024-02","2024-02-19","2024-02-25","2024-02-01","2024-02-29","2024년","2월","19일","월","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","Y","N","N","","","우수","","","우수"
"2024-02-20","2024-02-19~2024-02-25","2024-02","2024-02-19","2024-02-25","2024-02-01","2024-02-29","2024년","2월","20일","화","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-02-21","2024-02-19~2024-02-25","2024-02","2024-02-19","2024-02-25","2024-02-01","2024-02-29","2024년","2월","21일","수","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-02-22","2024-02-19~2024-02-25","2024-02","2024-02-19","2024-02-25","2024-02-01","2024-02-29","2024년","2월","22일","목","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-02-23","2024-02-19~2024-02-25","2024-02","2024-02-19","2024-02-25","2024-02-01","2024-02-29","2024년","2월","23일","금","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-02-24","2024-02-19~2024-02-25","2024-02","2024-02-19","2024-02-25","2024-02-01","2024-02-29","2024년","2월","24일","토","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","Y","N","","","","정월대보름","","정월대보름"
"2024-02-25","2024-02-19~2024-02-25","2024-02","2024-02-19","2024-02-25","2024-02-01","2024-02-29","2024년","2월","25일","일","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-02-26","2024-02-26~2024-03-03","2024-02","2024-02-26","2024-03-03","2024-02-01","2024-02-29","2024년","2월","26일","월","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-02-27","2024-02-26~2024-03-03","2024-02","2024-02-26","2024-03-03","2024-02-01","2024-02-29","2024년","2월","27일","화","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-02-28","2024-02-26~2024-03-03","2024-02","2024-02-26","2024-03-03","2024-02-01","2024-02-29","2024년","2월","28일","수","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","Y","","","","","2·28 민주운동 기념일","2·28 민주운동 기념일"
"2024-02-29","2024-02-26~2024-03-03","2024-02","2024-02-26","2024-03-03","2024-02-01","2024-02-29","2024년","2월","29일","목","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-03-01","2024-02-26~2024-03-03","2024-03","2024-02-26","2024-03-03","2024-03-01","2024-03-31","2024년","3월","1일","금","Y","삼일절","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","Y","Y","N","N","N","삼일절","삼일절","","","","삼일절"
"2024-03-02","2024-02-26~2024-03-03","2024-03","2024-02-26","2024-03-03","2024-03-01","2024-03-31","2024년","3월","2일","토","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-03-03","2024-02-26~2024-03-03","2024-03","2024-02-26","2024-03-03","2024-03-01","2024-03-31","2024년","3월","3일","일","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","Y","","","","","납세자의 날","납세자의 날"
"2024-03-04","2024-03-04~2024-03-10","2024-03","2024-03-04","2024-03-10","2024-03-01","2024-03-31","2024년","3월","4일","월","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-03-05","2024-03-04~2024-03-10","2024-03","2024-03-04","2024-03-10","2024-03-01","2024-03-31","2024년","3월","5일","화","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","Y","N","N","","","경칩","","","경칩"
"2024-03-06","2024-03-04~2024-03-10","2024-03","2024-03-04","2024-03-10","2024-03-01","2024-03-31","2024년","3월","6일","수","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-03-07","2024-03-04~2024-03-10","2024-03","2024-03-04","2024-03-10","2024-03-01","2024-03-31","2024년","3월","7일","목","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-03-08","2024-03-04~2024-03-10","2024-03","2024-03-04","2024-03-10","2024-03-01","2024-03-31","2024년","3월","8일","금","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","Y","","","","","3·8민주의거 기념일","3·8민주의거 기념일"
"2024-03-09","2024-03-04~2024-03-10","2024-03","2024-03-04","2024-03-10","2024-03-01","2024-03-31","2024년","3월","9일","토","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-03-10","2024-03-04~2024-03-10","2024-03","2024-03-04","2024-03-10","2024-03-01","2024-03-31","2024년","3월","10일","일","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-03-11","2024-03-11~2024-03-17","2024-03","2024-03-11","2024-03-17","2024-03-01","2024-03-31","2024년","3월","11일","월","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-03-12","2024-03-11~2024-03-17","2024-03","2024-03-11","2024-03-17","2024-03-01","2024-03-31","2024년","3월","12일","화","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-03-13","2024-03-11~2024-03-17","2024-03","2024-03-11","2024-03-17","2024-03-01","2024-03-31","2024년","3월","13일","수","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-03-14","2024-03-11~2024-03-17","2024-03","2024-03-11","2024-03-17","2024-03-01","2024-03-31","2024년","3월","14일","목","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-03-15","2024-03-11~2024-03-17","2024-03","2024-03-11","2024-03-17","2024-03-01","2024-03-31","2024년","3월","15일","금","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","Y","","","","","3·15 의거 기념일,상공의 날","3·15 의거 기념일,상공의 날"
"2024-03-16","2024-03-11~2024-03-17","2024-03","2024-03-11","2024-03-17","2024-03-01","2024-03-31","2024년","3월","16일","토","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-03-17","2024-03-11~2024-03-17","2024-03","2024-03-11","2024-03-17","2024-03-01","2024-03-31","2024년","3월","17일","일","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-03-18","2024-03-18~2024-03-24","2024-03","2024-03-18","2024-03-24","2024-03-01","2024-03-31","2024년","3월","18일","월","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-03-19","2024-03-18~2024-03-24","2024-03","2024-03-18","2024-03-24","2024-03-01","2024-03-31","2024년","3월","19일","화","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-03-20","2024-03-18~2024-03-24","2024-03","2024-03-18","2024-03-24","2024-03-01","2024-03-31","2024년","3월","20일","수","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","Y","N","N","","","춘분","","","춘분"
"2024-03-21","2024-03-18~2024-03-24","2024-03","2024-03-18","2024-03-24","2024-03-01","2024-03-31","2024년","3월","21일","목","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-03-22","2024-03-18~2024-03-24","2024-03","2024-03-18","2024-03-24","2024-03-01","2024-03-31","2024년","3월","22일","금","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-03-23","2024-03-18~2024-03-24","2024-03","2024-03-18","2024-03-24","2024-03-01","2024-03-31","2024년","3월","23일","토","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-03-24","2024-03-18~2024-03-24","2024-03","2024-03-18","2024-03-24","2024-03-01","2024-03-31","2024년","3월","24일","일","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","Y","","","","","서해수호의 날","서해수호의 날"
"2024-03-25","2024-03-25~2024-03-31","2024-03","2024-03-25","2024-03-31","2024-03-01","2024-03-31","2024년","3월","25일","월","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-03-26","2024-03-25~2024-03-31","2024-03","2024-03-25","2024-03-31","2024-03-01","2024-03-31","2024년","3월","26일","화","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-03-27","2024-03-25~2024-03-31","2024-03","2024-03-25","2024-03-31","2024-03-01","2024-03-31","2024년","3월","27일","수","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-03-28","2024-03-25~2024-03-31","2024-03","2024-03-25","2024-03-31","2024-03-01","2024-03-31","2024년","3월","28일","목","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-03-29","2024-03-25~2024-03-31","2024-03","2024-03-25","2024-03-31","2024-03-01","2024-03-31","2024년","3월","29일","금","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-03-30","2024-03-25~2024-03-31","2024-03","2024-03-25","2024-03-31","2024-03-01","2024-03-31","2024년","3월","30일","토","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-03-31","2024-03-25~2024-03-31","2024-03","2024-03-25","2024-03-31","2024-03-01","2024-03-31","2024년","3월","31일","일","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-04-01","2024-04-01~2024-04-07","2024-04","2024-04-01","2024-04-07","2024-04-01","2024-04-30","2024년","4월","1일","월","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-04-02","2024-04-01~2024-04-07","2024-04","2024-04-01","2024-04-07","2024-04-01","2024-04-30","2024년","4월","2일","화","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-04-03","2024-04-01~2024-04-07","2024-04","2024-04-01","2024-04-07","2024-04-01","2024-04-30","2024년","4월","3일","수","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","Y","","","","","4·3희생자 추념일","4·3희생자 추념일"
"2024-04-04","2024-04-01~2024-04-07","2024-04","2024-04-01","2024-04-07","2024-04-01","2024-04-30","2024년","4월","4일","목","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","Y","N","N","","","청명","","","청명"
"2024-04-05","2024-04-01~2024-04-07","2024-04","2024-04-01","2024-04-07","2024-04-01","2024-04-30","2024년","4월","5일","금","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","Y","Y","","","","한식","식목일,예비군의 날","한식,식목일,예비군의 날"
"2024-04-06","2024-04-01~2024-04-07","2024-04","2024-04-01","2024-04-07","2024-04-01","2024-04-30","2024년","4월","6일","토","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-04-07","2024-04-01~2024-04-07","2024-04","2024-04-01","2024-04-07","2024-04-01","2024-04-30","2024년","4월","7일","일","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","Y","","","","","보건의 날","보건의 날"
"2024-04-08","2024-04-08~2024-04-14","2024-04","2024-04-08","2024-04-14","2024-04-01","2024-04-30","2024년","4월","8일","월","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-04-09","2024-04-08~2024-04-14","2024-04","2024-04-08","2024-04-14","2024-04-01","2024-04-30","2024년","4월","9일","화","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-04-10","2024-04-08~2024-04-14","2024-04","2024-04-08","2024-04-14","2024-04-01","2024-04-30","2024년","4월","10일","수","Y","국회의원선거","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","Y","Y","N","N","N","국회의원선거","국회의원선거","","","","국회의원선거"
"2024-04-11","2024-04-08~2024-04-14","2024-04","2024-04-08","2024-04-14","2024-04-01","2024-04-30","2024년","4월","11일","목","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","Y","","","","","대한민국임시정부 수립기념일,도시농업의 날","대한민국임시정부 수립기념일,도시농업의 날"
"2024-04-12","2024-04-08~2024-04-14","2024-04","2024-04-08","2024-04-14","2024-04-01","2024-04-30","2024년","4월","12일","금","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-04-13","2024-04-08~2024-04-14","2024-04","2024-04-08","2024-04-14","2024-04-01","2024-04-30","2024년","4월","13일","토","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-04-14","2024-04-08~2024-04-14","2024-04","2024-04-08","2024-04-14","2024-04-01","2024-04-30","2024년","4월","14일","일","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
